date,count,day_of_week,month_of_year,holiday
2012-10-01,22938,0.0,9.0,0.0
2012-10-02,23758,1.0,9.0,0.0
2012-10-03,24048,2.0,9.0,0.0
2012-10-04,23651,3.0,9.0,0.0
2012-10-05,22488,4.0,9.0,0.0
2012-10-06,15261,5.0,9.0,0.0
2012-10-07,16074,6.0,9.0,0.0
2012-10-08,24300,0.0,9.0,1.0
2012-10-09,26112,1.0,9.0,0.0
2012-10-10,26118,2.0,9.0,0.0
2012-10-11,25481,3.0,9.0,0.0
2012-10-12,23749,4.0,9.0,0.0
2012-10-13,16161,5.0,9.0,0.0
2012-10-14,17196,6.0,9.0,0.0
2012-10-15,25711,0.0,9.0,0.0
2012-10-16,26368,1.0,9.0,0.0
2012-10-17,26436,2.0,9.0,0.0
2012-10-18,25588,3.0,9.0,0.0
2012-10-19,24120,4.0,9.0,0.0
2012-10-20,16546,5.0,9.0,0.0
2012-10-21,17939,6.0,9.0,0.0
2012-10-22,26790,0.0,9.0,0.0
2012-10-23,26904,1.0,9.0,0.0
2012-10-24,27135,2.0,9.0,0.0
2012-10-25,26631,3.0,9.0,0.0
2012-10-26,24735,4.0,9.0,0.0
2012-10-27,16414,5.0,9.0,0.0
2012-10-28,17832,6.0,9.0,0.0
2012-10-29,26382,0.0,9.0,0.0
2012-10-30,27051,1.0,9.0,0.0
2012-10-31,26630,2.0,9.0,0.0
2012-11-01,25001,3.0,10.0,0.0
2012-11-02,24505,4.0,10.0,0.0
2012-11-03,17411,5.0,10.0,0.0
2012-11-04,18421,6.0,10.0,0.0
2012-11-05,27468,0.0,10.0,0.0
2012-11-06,28425,1.0,10.0,0.0
2012-11-07,27405,2.0,10.0,0.0
2012-11-08,28017,3.0,10.0,0.0
2012-11-09,26332,4.0,10.0,0.0
2012-11-10,18246,5.0,10.0,0.0
2012-11-11,19133,6.0,10.0,0.0
2012-11-12,27814,0.0,10.0,1.0
2012-11-13,28922,1.0,10.0,0.0
2012-11-14,28695,2.0,10.0,0.0
2012-11-15,28078,3.0,10.0,0.0
2012-11-16,26404,4.0,10.0,0.0
2012-11-17,18254,5.0,10.0,0.0
2012-11-18,19573,6.0,10.0,0.0
2012-11-19,28486,0.0,10.0,0.0
2012-11-20,28976,1.0,10.0,0.0
2012-11-21,28161,2.0,10.0,0.0
2012-11-22,24228,3.0,10.0,1.0
2012-11-23,22550,4.0,10.0,0.0
2012-11-24,17484,5.0,10.0,0.0
2012-11-25,19188,6.0,10.0,0.0
2012-11-26,28974,0.0,10.0,0.0
2012-11-27,29963,1.0,10.0,0.0
2012-11-28,30244,2.0,10.0,0.0
2012-11-29,29538,3.0,10.0,0.0
2012-11-30,26786,4.0,10.0,0.0
2012-12-01,19253,5.0,11.0,0.0
2012-12-02,20778,6.0,11.0,0.0
2012-12-03,30026,0.0,11.0,0.0
2012-12-04,30295,1.0,11.0,0.0
2012-12-05,30105,2.0,11.0,0.0
2012-12-06,29559,3.0,11.0,0.0
2012-12-07,26613,4.0,11.0,0.0
2012-12-08,18467,5.0,11.0,0.0
2012-12-09,20055,6.0,11.0,0.0
2012-12-10,28579,0.0,11.0,0.0
2012-12-11,29642,1.0,11.0,0.0
2012-12-12,29168,2.0,11.0,0.0
2012-12-13,28652,3.0,11.0,0.0
2012-12-14,26568,4.0,11.0,0.0
2012-12-15,17788,5.0,11.0,0.0
2012-12-16,18785,6.0,11.0,0.0
2012-12-17,27496,0.0,11.0,0.0
2012-12-18,27723,1.0,11.0,0.0
2012-12-19,27055,2.0,11.0,0.0
2012-12-20,26013,3.0,11.0,0.0
2012-12-21,23140,4.0,11.0,0.0
2012-12-22,15245,5.0,11.0,0.0
2012-12-23,14097,6.0,11.0,0.0
2012-12-24,16373,0.0,11.0,0.0
2012-12-25,13596,1.0,11.0,1.0
2012-12-26,17465,2.0,11.0,0.0
2012-12-27,20445,3.0,11.0,0.0
2012-12-28,20120,4.0,11.0,0.0
2012-12-29,16407,5.0,11.0,0.0
2012-12-30,15777,6.0,11.0,0.0
2012-12-31,6200,0.0,11.0,0.0
2013-01-01,11208,1.0,0.0,1.0
2013-01-02,22522,2.0,0.0,0.0
2013-01-03,24859,3.0,0.0,0.0
2013-01-04,25302,4.0,0.0,0.0
2013-01-05,19114,5.0,0.0,0.0
2013-01-06,19650,6.0,0.0,0.0
2013-01-07,27504,0.0,0.0,0.0
2013-01-08,29375,1.0,0.0,0.0
2013-01-09,29679,2.0,0.0,0.0
2013-01-10,29661,3.0,0.0,0.0
2013-01-11,28997,4.0,0.0,0.0
2013-01-12,19920,5.0,0.0,0.0
2013-01-13,21301,6.0,0.0,0.0
2013-01-14,30089,0.0,0.0,0.0
2013-01-15,30936,1.0,0.0,0.0
2013-01-16,31416,2.0,0.0,0.0
2013-01-17,30992,3.0,0.0,0.0
2013-01-18,29420,4.0,0.0,0.0
2013-01-19,20790,5.0,0.0,0.0
2013-01-20,21897,6.0,0.0,0.0
2013-01-21,29606,0.0,0.0,1.0
2013-01-22,31573,1.0,0.0,0.0
2013-01-23,32344,2.0,0.0,0.0
2013-01-24,32485,3.0,0.0,0.0
2013-01-25,30793,4.0,0.0,0.0
2013-01-26,21917,5.0,0.0,0.0
2013-01-27,23032,6.0,0.0,0.0
2013-01-28,31946,0.0,0.0,0.0
2013-01-29,33487,1.0,0.0,0.0
2013-01-30,33192,2.0,0.0,0.0
2013-01-31,32722,3.0,0.0,0.0
2013-02-01,30716,4.0,1.0,0.0
2013-02-02,21484,5.0,1.0,0.0
2013-02-03,22962,6.0,1.0,0.0
2013-02-04,31284,0.0,1.0,0.0
2013-02-05,33106,1.0,1.0,0.0
2013-02-06,32976,2.0,1.0,0.0
2013-02-07,32429,3.0,1.0,0.0
2013-02-08,30524,4.0,1.0,0.0
2013-02-09,21085,5.0,1.0,0.0
2013-02-10,22281,6.0,1.0,0.0
2013-02-11,30989,0.0,1.0,0.0
2013-02-12,32543,1.0,1.0,0.0
2013-02-13,31854,2.0,1.0,0.0
2013-02-14,30875,3.0,1.0,0.0
2013-02-15,29531,4.0,1.0,0.0
2013-02-16,22299,5.0,1.0,0.0
2013-02-17,23941,6.0,1.0,0.0
2013-02-18,33106,0.0,1.0,1.0
2013-02-19,35274,1.0,1.0,0.0
2013-02-20,35265,2.0,1.0,0.0
2013-02-21,34535,3.0,1.0,0.0
2013-02-22,33009,4.0,1.0,0.0
2013-02-23,23466,5.0,1.0,0.0
2013-02-24,24903,6.0,1.0,0.0
2013-02-25,35081,0.0,1.0,0.0
2013-02-26,36143,1.0,1.0,0.0
2013-02-27,35992,2.0,1.0,0.0
2013-02-28,35284,3.0,1.0,0.0
2013-03-01,33063,4.0,2.0,0.0
2013-03-02,23944,5.0,2.0,0.0
2013-03-03,25119,6.0,2.0,0.0
2013-03-04,35777,0.0,2.0,0.0
2013-03-05,36559,1.0,2.0,0.0
2013-03-06,35998,2.0,2.0,0.0
2013-03-07,35682,3.0,2.0,0.0
2013-03-08,33619,4.0,2.0,0.0
2013-03-09,23860,5.0,2.0,0.0
2013-03-10,25293,6.0,2.0,0.0
2013-03-11,36253,0.0,2.0,0.0
2013-03-12,37391,1.0,2.0,0.0
2013-03-13,37132,2.0,2.0,0.0
2013-03-14,36044,3.0,2.0,0.0
2013-03-15,34297,4.0,2.0,0.0
2013-03-16,24005,5.0,2.0,0.0
2013-03-17,25836,6.0,2.0,0.0
2013-03-18,36614,0.0,2.0,0.0
2013-03-19,38229,1.0,2.0,0.0
2013-03-20,38085,2.0,2.0,0.0
2013-03-21,37290,3.0,2.0,0.0
2013-03-22,35173,4.0,2.0,0.0
2013-03-23,23732,5.0,2.0,0.0
2013-03-24,26573,6.0,2.0,0.0
2013-03-25,38095,0.0,2.0,0.0
2013-03-26,38959,1.0,2.0,0.0
2013-03-27,36841,2.0,2.0,0.0
2013-03-28,35861,3.0,2.0,0.0
2013-03-29,31458,4.0,2.0,0.0
2013-03-30,23375,5.0,2.0,0.0
2013-03-31,23229,6.0,2.0,0.0
2013-04-01,32188,0.0,3.0,0.0
2013-04-02,37574,1.0,3.0,0.0
2013-04-03,37688,2.0,3.0,0.0
2013-04-04,36662,3.0,3.0,0.0
2013-04-05,35247,4.0,3.0,0.0
2013-04-06,25579,5.0,3.0,0.0
2013-04-07,28152,6.0,3.0,0.0
2013-04-08,38770,0.0,3.0,0.0
2013-04-09,39537,1.0,3.0,0.0
2013-04-10,39099,2.0,3.0,0.0
2013-04-11,38970,3.0,3.0,0.0
2013-04-12,37006,4.0,3.0,0.0
2013-04-13,25241,5.0,3.0,0.0
2013-04-14,26604,6.0,3.0,0.0
2013-04-15,38046,0.0,3.0,0.0
2013-04-16,39572,1.0,3.0,0.0
2013-04-17,39873,2.0,3.0,0.0
2013-04-18,39338,3.0,3.0,0.0
2013-04-19,36343,4.0,3.0,0.0
2013-04-20,25210,5.0,3.0,0.0
2013-04-21,26877,6.0,3.0,0.0
2013-04-22,39663,0.0,3.0,0.0
2013-04-23,40706,1.0,3.0,0.0
2013-04-24,39844,2.0,3.0,0.0
2013-04-25,38703,3.0,3.0,0.0
2013-04-26,35427,4.0,3.0,0.0
2013-04-27,26071,5.0,3.0,0.0
2013-04-28,27388,6.0,3.0,0.0
2013-04-29,37487,0.0,3.0,0.0
2013-04-30,36940,1.0,3.0,0.0
2013-05-01,33606,2.0,4.0,0.0
2013-05-02,37390,3.0,4.0,0.0
2013-05-03,35633,4.0,4.0,0.0
2013-05-04,24228,5.0,4.0,0.0
2013-05-05,24997,6.0,4.0,0.0
2013-05-06,36749,0.0,4.0,0.0
2013-05-07,37704,1.0,4.0,0.0
2013-05-08,37857,2.0,4.0,0.0
2013-05-09,35833,3.0,4.0,0.0
2013-05-10,34646,4.0,4.0,0.0
2013-05-11,24376,5.0,4.0,0.0
2013-05-12,25378,6.0,4.0,0.0
2013-05-13,38290,0.0,4.0,0.0
2013-05-14,39639,1.0,4.0,0.0
2013-05-15,38600,2.0,4.0,0.0
2013-05-16,38360,3.0,4.0,0.0
2013-05-17,35699,4.0,4.0,0.0
2013-05-18,23617,5.0,4.0,0.0
2013-05-19,24777,6.0,4.0,0.0
2013-05-20,36164,0.0,4.0,0.0
2013-05-21,38868,1.0,4.0,0.0
2013-05-22,39343,2.0,4.0,0.0
2013-05-23,38808,3.0,4.0,0.0
2013-05-24,35952,4.0,4.0,0.0
2013-05-25,23631,5.0,4.0,0.0
2013-05-26,24617,6.0,4.0,0.0
2013-05-27,33553,0.0,4.0,1.0
2013-05-28,38933,1.0,4.0,0.0
2013-05-29,39393,2.0,4.0,0.0
2013-05-30,37654,3.0,4.0,0.0
2013-05-31,36341,4.0,4.0,0.0
2013-06-01,23781,5.0,5.0,0.0
2013-06-02,25611,6.0,5.0,0.0
2013-06-03,38377,0.0,5.0,0.0
2013-06-04,39508,1.0,5.0,0.0
2013-06-05,38949,2.0,5.0,0.0
2013-06-06,38397,3.0,5.0,0.0
2013-06-07,36512,4.0,5.0,0.0
2013-06-08,24453,5.0,5.0,0.0
2013-06-09,25513,6.0,5.0,0.0
2013-06-10,35931,0.0,5.0,0.0
2013-06-11,36456,1.0,5.0,0.0
2013-06-12,36649,2.0,5.0,0.0
2013-06-13,37838,3.0,5.0,0.0
2013-06-14,35372,4.0,5.0,0.0
2013-06-15,22633,5.0,5.0,0.0
2013-06-16,23632,6.0,5.0,0.0
2013-06-17,36996,0.0,5.0,0.0
2013-06-18,38905,1.0,5.0,0.0
2013-06-19,38128,2.0,5.0,0.0
2013-06-20,37205,3.0,5.0,0.0
2013-06-21,34488,4.0,5.0,0.0
2013-06-22,22328,5.0,5.0,0.0
2013-06-23,24116,6.0,5.0,0.0
2013-06-24,37051,0.0,5.0,0.0
2013-06-25,38924,1.0,5.0,0.0
2013-06-26,38481,2.0,5.0,0.0
2013-06-27,37527,3.0,5.0,0.0
2013-06-28,35081,4.0,5.0,0.0
2013-06-29,22609,5.0,5.0,0.0
2013-06-30,23535,6.0,5.0,0.0
2013-07-01,35825,0.0,6.0,0.0
2013-07-02,37818,1.0,6.0,0.0
2013-07-03,37797,2.0,6.0,0.0
2013-07-04,33322,3.0,6.0,1.0
2013-07-05,32777,4.0,6.0,0.0
2013-07-06,22675,5.0,6.0,0.0
2013-07-07,24558,6.0,6.0,0.0
2013-07-08,38713,0.0,6.0,0.0
2013-07-09,40620,1.0,6.0,0.0
2013-07-10,42070,2.0,6.0,0.0
2013-07-11,41020,3.0,6.0,0.0
2013-07-12,37346,4.0,6.0,0.0
2013-07-13,23190,5.0,6.0,0.0
2013-07-14,24518,6.0,6.0,0.0
2013-07-15,38390,0.0,6.0,0.0
2013-07-16,40149,1.0,6.0,0.0
2013-07-17,40568,2.0,6.0,0.0
2013-07-18,40213,3.0,6.0,0.0
2013-07-19,38293,4.0,6.0,0.0
2013-07-20,24090,5.0,6.0,0.0
2013-07-21,24762,6.0,6.0,0.0
2013-07-22,39038,0.0,6.0,0.0
2013-07-23,40878,1.0,6.0,0.0
2013-07-24,39600,2.0,6.0,0.0
2013-07-25,38883,3.0,6.0,0.0
2013-07-26,36596,4.0,6.0,0.0
2013-07-27,23424,5.0,6.0,0.0
2013-07-28,24364,6.0,6.0,0.0
2013-07-29,37997,0.0,6.0,0.0
2013-07-30,39569,1.0,6.0,0.0
2013-07-31,39220,2.0,6.0,0.0
2013-08-01,38151,3.0,7.0,0.0
2013-08-02,35991,4.0,7.0,0.0
2013-08-03,23359,5.0,7.0,0.0
2013-08-04,24392,6.0,7.0,0.0
2013-08-05,37880,0.0,7.0,0.0
2013-08-06,39787,1.0,7.0,0.0
2013-08-07,40562,2.0,7.0,0.0
2013-08-08,39204,3.0,7.0,0.0
2013-08-09,36126,4.0,7.0,0.0
2013-08-10,23322,5.0,7.0,0.0
2013-08-11,24528,6.0,7.0,0.0
2013-08-12,37294,0.0,7.0,0.0
2013-08-13,38848,1.0,7.0,0.0
2013-08-14,38772,2.0,7.0,0.0
2013-08-15,34626,3.0,7.0,0.0
2013-08-16,34857,4.0,7.0,0.0
2013-08-17,23932,5.0,7.0,0.0
2013-08-18,24779,6.0,7.0,0.0
2013-08-19,37843,0.0,7.0,0.0
2013-08-20,38890,1.0,7.0,0.0
2013-08-21,39298,2.0,7.0,0.0
2013-08-22,38649,3.0,7.0,0.0
2013-08-23,36410,4.0,7.0,0.0
2013-08-24,23893,5.0,7.0,0.0
2013-08-25,25183,6.0,7.0,0.0
2013-08-26,37745,0.0,7.0,0.0
2013-08-27,40279,1.0,7.0,0.0
2013-08-28,40041,2.0,7.0,0.0
2013-08-29,39814,3.0,7.0,0.0
2013-08-30,36737,4.0,7.0,0.0
2013-08-31,23496,5.0,7.0,0.0
2013-09-01,24887,6.0,8.0,0.0
2013-09-02,34734,0.0,8.0,1.0
2013-09-03,40062,1.0,8.0,0.0
2013-09-04,40547,2.0,8.0,0.0
2013-09-05,39817,3.0,8.0,0.0
2013-09-06,36795,4.0,8.0,0.0
2013-09-07,25041,5.0,8.0,0.0
2013-09-08,26867,6.0,8.0,0.0
2013-09-09,40162,0.0,8.0,0.0
2013-09-10,41282,1.0,8.0,0.0
2013-09-11,41776,2.0,8.0,0.0
2013-09-12,40797,3.0,8.0,0.0
2013-09-13,39038,4.0,8.0,0.0
2013-09-14,25547,5.0,8.0,0.0
2013-09-15,27248,6.0,8.0,0.0
2013-09-16,41174,0.0,8.0,0.0
2013-09-17,41800,1.0,8.0,0.0
2013-09-18,40673,2.0,8.0,0.0
2013-09-19,35777,3.0,8.0,0.0
2013-09-20,37267,4.0,8.0,0.0
2013-09-21,25963,5.0,8.0,0.0
2013-09-22,28105,6.0,8.0,0.0
2013-09-23,40921,0.0,8.0,0.0
2013-09-24,42979,1.0,8.0,0.0
2013-09-25,42683,2.0,8.0,0.0
2013-09-26,42336,3.0,8.0,0.0
2013-09-27,39720,4.0,8.0,0.0
2013-09-28,26060,5.0,8.0,0.0
2013-09-29,29404,6.0,8.0,0.0
2013-09-30,41805,0.0,8.0,0.0
2013-10-01,41029,1.0,9.0,0.0
2013-10-02,41378,2.0,9.0,0.0
2013-10-03,40288,3.0,9.0,0.0
2013-10-04,38966,4.0,9.0,0.0
2013-10-05,26606,5.0,9.0,0.0
2013-10-06,28694,6.0,9.0,0.0
2013-10-07,42983,0.0,9.0,0.0
2013-10-08,45969,1.0,9.0,0.0
2013-10-09,45673,2.0,9.0,0.0
2013-10-10,44823,3.0,9.0,0.0
2013-10-11,42240,4.0,9.0,0.0
2013-10-12,28719,5.0,9.0,0.0
2013-10-13,29129,6.0,9.0,0.0
2013-10-14,42706,0.0,9.0,1.0
2013-10-15,45380,1.0,9.0,0.0
2013-10-16,46301,2.0,9.0,0.0
2013-10-17,45649,3.0,9.0,0.0
2013-10-18,42778,4.0,9.0,0.0
2013-10-19,28774,5.0,9.0,0.0
2013-10-20,31296,6.0,9.0,0.0
2013-10-21,45838,0.0,9.0,0.0
2013-10-22,46948,1.0,9.0,0.0
2013-10-23,46510,2.0,9.0,0.0
2013-10-24,44514,3.0,9.0,0.0
2013-10-25,44395,4.0,9.0,0.0
2013-10-26,29485,5.0,9.0,0.0
2013-10-27,31661,6.0,9.0,0.0
2013-10-28,46946,0.0,9.0,0.0
2013-10-29,48500,1.0,9.0,0.0
2013-10-30,48321,2.0,9.0,0.0
2013-10-31,46159,3.0,9.0,0.0
2013-11-01,41112,4.0,10.0,0.0
2013-11-02,29827,5.0,10.0,0.0
2013-11-03,31521,6.0,10.0,0.0
2013-11-04,47735,0.0,10.0,0.0
2013-11-05,49358,1.0,10.0,0.0
2013-11-06,49622,2.0,10.0,0.0
2013-11-07,48864,3.0,10.0,0.0
2013-11-08,46153,4.0,10.0,0.0
2013-11-09,31598,5.0,10.0,0.0
2013-11-10,33505,6.0,10.0,0.0
2013-11-11,47101,0.0,10.0,1.0
2013-11-12,50609,1.0,10.0,0.0
2013-11-13,48306,2.0,10.0,0.0
2013-11-14,49673,3.0,10.0,0.0
2013-11-15,46797,4.0,10.0,0.0
2013-11-16,32098,5.0,10.0,0.0
2013-11-17,34542,6.0,10.0,0.0
2013-11-18,50981,0.0,10.0,0.0
2013-11-19,51901,1.0,10.0,0.0
2013-11-20,51862,2.0,10.0,0.0
2013-11-21,51330,3.0,10.0,0.0
2013-11-22,48100,4.0,10.0,0.0
2013-11-23,32590,5.0,10.0,0.0
2013-11-24,34863,6.0,10.0,0.0
2013-11-25,49346,0.0,10.0,0.0
2013-11-26,51549,1.0,10.0,0.0
2013-11-27,49231,2.0,10.0,0.0
2013-11-28,42985,3.0,10.0,1.0
2013-11-29,39014,4.0,10.0,0.0
2013-11-30,29927,5.0,10.0,0.0
2013-12-01,32875,6.0,11.0,0.0
2013-12-02,50342,0.0,11.0,0.0
2013-12-03,52500,1.0,11.0,0.0
2013-12-04,52398,2.0,11.0,0.0
2013-12-05,51352,3.0,11.0,0.0
2013-12-06,47337,4.0,11.0,0.0
2013-12-07,32551,5.0,11.0,0.0
2013-12-08,34756,6.0,11.0,0.0
2013-12-09,50839,0.0,11.0,0.0
2013-12-10,51506,1.0,11.0,0.0
2013-12-11,50204,2.0,11.0,0.0
2013-12-12,48640,3.0,11.0,0.0
2013-12-13,45504,4.0,11.0,0.0
2013-12-14,30350,5.0,11.0,0.0
2013-12-15,32192,6.0,11.0,0.0
2013-12-16,47571,0.0,11.0,0.0
2013-12-17,48189,1.0,11.0,0.0
2013-12-18,46983,2.0,11.0,0.0
2013-12-19,44986,3.0,11.0,0.0
2013-12-20,41717,4.0,11.0,0.0
2013-12-21,26649,5.0,11.0,0.0
2013-12-22,26917,6.0,11.0,0.0
2013-12-23,36144,0.0,11.0,0.0
2013-12-24,30015,1.0,11.0,0.0
2013-12-25,23280,2.0,11.0,1.0
2013-12-26,29732,3.0,11.0,0.0
2013-12-27,32334,4.0,11.0,0.0
2013-12-28,26369,5.0,11.0,0.0
2013-12-29,27110,6.0,11.0,0.0
2013-12-30,35237,0.0,11.0,0.0
2013-12-31,12471,1.0,11.0,0.0
2014-01-01,19103,2.0,0.0,1.0
2014-01-02,38454,3.0,0.0,0.0
2014-01-03,38788,4.0,0.0,0.0
2014-01-04,31132,5.0,0.0,0.0
2014-01-05,32334,6.0,0.0,0.0
2014-01-06,44539,0.0,0.0,0.0
2014-01-07,47256,1.0,0.0,0.0
2014-01-08,47472,2.0,0.0,0.0
2014-01-09,48662,3.0,0.0,0.0
2014-01-10,46462,4.0,0.0,0.0
2014-01-11,32376,5.0,0.0,0.0
2014-01-12,34043,6.0,0.0,0.0
2014-01-13,49000,0.0,0.0,0.0
2014-01-14,50766,1.0,0.0,0.0
2014-01-15,51247,2.0,0.0,0.0
2014-01-16,51321,3.0,0.0,0.0
2014-01-17,48280,4.0,0.0,0.0
2014-01-18,33741,5.0,0.0,0.0
2014-01-19,35398,6.0,0.0,0.0
2014-01-20,48750,0.0,0.0,1.0
2014-01-21,52079,1.0,0.0,0.0
2014-01-22,52542,2.0,0.0,0.0
2014-01-23,52376,3.0,0.0,0.0
2014-01-24,48155,4.0,0.0,0.0
2014-01-25,36337,5.0,0.0,0.0
2014-01-26,38223,6.0,0.0,0.0
2014-01-27,51032,0.0,0.0,0.0
2014-01-28,52414,1.0,0.0,0.0
2014-01-29,51673,2.0,0.0,0.0
2014-01-30,50439,3.0,0.0,0.0
2014-01-31,47161,4.0,0.0,0.0
2014-02-01,33166,5.0,1.0,0.0
2014-02-02,34890,6.0,1.0,0.0
2014-02-03,47975,0.0,1.0,0.0
2014-02-04,51265,1.0,1.0,0.0
2014-02-05,51264,2.0,1.0,0.0
2014-02-06,52288,3.0,1.0,0.0
2014-02-07,50247,4.0,1.0,0.0
2014-02-08,36698,5.0,1.0,0.0
2014-02-09,38503,6.0,1.0,0.0
2014-02-10,54226,0.0,1.0,0.0
2014-02-11,56115,1.0,1.0,0.0
2014-02-12,56224,2.0,1.0,0.0
2014-02-13,55362,3.0,1.0,0.0
2014-02-14,50776,4.0,1.0,0.0
2014-02-15,35096,5.0,1.0,0.0
2014-02-16,38108,6.0,1.0,0.0
2014-02-17,53408,0.0,1.0,1.0
2014-02-18,57332,1.0,1.0,0.0
2014-02-19,56375,2.0,1.0,0.0
2014-02-20,53624,3.0,1.0,0.0
2014-02-21,53840,4.0,1.0,0.0
2014-02-22,37965,5.0,1.0,0.0
2014-02-23,38901,6.0,1.0,0.0
2014-02-24,57056,0.0,1.0,0.0
2014-02-25,58723,1.0,1.0,0.0
2014-02-26,58317,2.0,1.0,0.0
2014-02-27,58104,3.0,1.0,0.0
2014-02-28,54417,4.0,1.0,0.0
2014-03-01,37253,5.0,2.0,0.0
2014-03-02,39545,6.0,2.0,0.0
2014-03-03,56281,0.0,2.0,0.0
2014-03-04,58275,1.0,2.0,0.0
2014-03-05,58531,2.0,2.0,0.0
2014-03-06,58230,3.0,2.0,0.0
2014-03-07,54381,4.0,2.0,0.0
2014-03-08,36908,5.0,2.0,0.0
2014-03-09,38903,6.0,2.0,0.0
2014-03-10,57466,0.0,2.0,0.0
2014-03-11,58201,1.0,2.0,0.0
2014-03-12,59508,2.0,2.0,0.0
2014-03-13,58819,3.0,2.0,0.0
2014-03-14,54631,4.0,2.0,0.0
2014-03-15,37045,5.0,2.0,0.0
2014-03-16,40071,6.0,2.0,0.0
2014-03-17,58119,0.0,2.0,0.0
2014-03-18,60296,1.0,2.0,0.0
2014-03-19,60348,2.0,2.0,0.0
2014-03-20,59653,3.0,2.0,0.0
2014-03-21,54723,4.0,2.0,0.0
2014-03-22,38438,5.0,2.0,0.0
2014-03-23,41116,6.0,2.0,0.0
2014-03-24,59413,0.0,2.0,0.0
2014-03-25,58491,1.0,2.0,0.0
2014-03-26,57706,2.0,2.0,0.0
2014-03-27,59629,3.0,2.0,0.0
2014-03-28,55961,4.0,2.0,0.0
2014-03-29,37785,5.0,2.0,0.0
2014-03-30,40405,6.0,2.0,0.0
2014-03-31,59279,0.0,2.0,0.0
2014-04-01,59904,1.0,3.0,0.0
2014-04-02,61078,2.0,3.0,0.0
2014-04-03,60665,3.0,3.0,0.0
2014-04-04,56880,4.0,3.0,0.0
2014-04-05,38088,5.0,3.0,0.0
2014-04-06,40745,6.0,3.0,0.0
2014-04-07,59201,0.0,3.0,0.0
2014-04-08,62373,1.0,3.0,0.0
2014-04-09,61447,2.0,3.0,0.0
2014-04-10,60721,3.0,3.0,0.0
2014-04-11,57113,4.0,3.0,0.0
2014-04-12,38778,5.0,3.0,0.0
2014-04-13,41754,6.0,3.0,0.0
2014-04-14,60584,0.0,3.0,0.0
2014-04-15,62573,1.0,3.0,0.0
2014-04-16,61692,2.0,3.0,0.0
2014-04-17,58954,3.0,3.0,0.0
2014-04-18,50828,4.0,3.0,0.0
2014-04-19,37908,5.0,3.0,0.0
2014-04-20,37161,6.0,3.0,0.0
2014-04-21,53971,0.0,3.0,0.0
2014-04-22,63154,1.0,3.0,0.0
2014-04-23,64034,2.0,3.0,0.0
2014-04-24,63013,3.0,3.0,0.0
2014-04-25,58866,4.0,3.0,0.0
2014-04-26,41588,5.0,3.0,0.0
