latitude,longitude,temperature,windAngle,windSpeed,elevation
-34.067,-56.238,20.0,60.0,4.1,68.0
-34.067,-56.238,22.2,40.0,5.1,68.0
-34.067,-56.238,24.0,40.0,6.2,68.0
-34.067,-56.238,25.7,30.0,5.7,68.0
-34.067,-56.238,28.7,30.0,5.1,68.0
-34.067,-56.238,30.2,40.0,5.7,68.0
-34.067,-56.238,32.5,40.0,5.7,68.0
-34.067,-56.238,31.0,30.0,5.7,68.0
-34.067,-56.238,32.5,30.0,4.1,68.0
-34.067,-56.238,24.6,50.0,2.6,68.0
-34.067,-56.238,26.0,50.0,3.1,68.0
-34.067,-56.238,27.6,40.0,2.1,68.0
-34.067,-56.238,26.0,360.0,1.0,68.0
-34.067,-56.238,27.2,10.0,2.1,68.0
-34.067,-56.238,30.6,330.0,1.5,68.0
-34.067,-56.238,30.5,330.0,2.6,68.0
-34.067,-56.238,28.7,330.0,3.1,68.0
-34.067,-56.238,24.0,300.0,10.8,68.0
-34.067,-56.238,18.7,180.0,3.1,68.0
-34.067,-56.238,18.6,180.0,3.1,68.0
-34.067,-56.238,19.6,190.0,5.7,68.0
-34.067,-56.238,20.6,170.0,4.6,68.0
-34.067,-56.238,21.6,180.0,5.7,68.0
-34.067,-56.238,21.0,170.0,4.1,68.0
-34.067,-56.238,21.6,160.0,3.6,68.0
-34.067,-56.238,21.7,180.0,4.1,68.0
-34.067,-56.238,22.6,180.0,5.7,68.0
-34.067,-56.238,12.7,20.0,2.6,68.0
-34.067,-56.238,17.5,30.0,3.6,68.0
-34.067,-56.238,20.0,20.0,3.6,68.0
-34.067,-56.238,22.6,330.0,2.1,68.0
-34.067,-56.238,24.5,300.0,1.5,68.0
-34.067,-56.238,24.7,320.0,2.1,68.0
-34.067,-56.238,26.2,300.0,1.0,68.0
-34.067,-56.238,27.5,270.0,1.5,68.0
-34.067,-56.238,27.5,80.0,2.6,68.0
-34.067,-56.238,16.0,20.0,2.1,68.0
-34.067,-56.238,19.6,30.0,3.6,68.0
-34.067,-56.238,22.6,30.0,5.7,68.0
-34.067,-56.238,24.6,360.0,5.1,68.0
-34.067,-56.238,26.6,40.0,4.6,68.0
-34.067,-56.238,27.5,40.0,4.6,68.0
-34.067,-56.238,27.7,30.0,5.7,68.0
-34.067,-56.238,28.6,50.0,5.1,68.0
-34.067,-56.238,29.0,30.0,4.6,68.0
-34.067,-56.238,19.6,30.0,3.6,68.0
-34.067,-56.238,22.2,20.0,6.7,68.0
-34.067,-56.238,24.7,10.0,6.2,68.0
-34.067,-56.238,27.0,20.0,5.1,68.0
-34.067,-56.238,28.7,20.0,6.2,68.0
-34.067,-56.238,29.6,30.0,6.7,68.0
-34.067,-56.238,30.7,20.0,5.7,68.0
-34.067,-56.238,31.5,20.0,4.6,68.0
-34.067,-56.238,31.6,10.0,3.6,68.0
-34.067,-56.238,21.0,140.0,4.1,68.0
-34.067,-56.238,20.6,130.0,4.6,68.0
-34.067,-56.238,20.6,140.0,3.6,68.0
-34.067,-56.238,21.2,140.0,4.6,68.0
-34.067,-56.238,21.6,230.0,3.1,68.0
-34.067,-56.238,22.5,270.0,1.5,68.0
-34.067,-56.238,22.6,230.0,6.7,68.0
-34.067,-56.238,22.2,250.0,6.2,68.0
-34.067,-56.238,21.0,210.0,7.2,68.0
-34.067,-56.238,20.2,20.0,1.5,68.0
-34.067,-56.238,23.2,360.0,2.6,68.0
-34.067,-56.238,25.6,360.0,2.1,68.0
-34.067,-56.238,28.2,300.0,3.1,68.0
-34.067,-56.238,28.6,280.0,2.6,68.0
-34.067,-56.238,29.7,330.0,2.1,68.0
-34.067,-56.238,31.2,330.0,1.5,68.0
-34.067,-56.238,31.6,20.0,1.5,68.0
-34.067,-56.238,31.7,30.0,2.1,68.0
-34.067,-56.238,22.5,20.0,1.0,68.0
-34.067,-56.238,24.0,30.0,2.1,68.0
-34.067,-56.238,25.6,360.0,1.5,68.0
-34.067,-56.238,27.0,340.0,1.5,68.0
-34.067,-56.238,26.5,10.0,4.1,68.0
-34.067,-56.238,28.0,360.0,3.1,68.0
-34.067,-56.238,28.6,360.0,4.1,68.0
-34.067,-56.238,29.5,360.0,1.0,68.0
-34.067,-56.238,29.5,290.0,1.5,68.0
-34.067,-56.238,19.0,140.0,3.1,68.0
-34.067,-56.238,19.5,180.0,2.6,68.0
-34.067,-56.238,19.2,180.0,3.1,68.0
-34.067,-56.238,19.5,180.0,2.6,68.0
-34.067,-56.238,19.7,180.0,4.1,68.0
-34.067,-56.238,20.5,150.0,3.1,68.0
-34.067,-56.238,22.0,160.0,4.6,68.0
-34.067,-56.238,21.7,150.0,3.1,68.0
-34.067,-56.238,22.2,180.0,3.6,68.0
-34.067,-56.238,14.6,0.0,0.0,68.0
-34.067,-56.238,18.0,230.0,2.1,68.0
-34.067,-56.238,20.2,180.0,4.6,68.0
-34.067,-56.238,22.0,190.0,5.7,68.0
-34.067,-56.238,22.7,140.0,4.6,68.0
-34.067,-56.238,22.5,160.0,4.6,68.0
-34.067,-56.238,23.7,130.0,3.1,68.0
-34.067,-56.238,24.2,90.0,1.5,68.0
-34.067,-56.238,24.6,100.0,2.1,68.0
-34.067,-56.238,15.7,90.0,1.5,68.0
-34.067,-56.238,17.5,50.0,2.1,68.0
-34.067,-56.238,20.0,40.0,4.1,68.0
-34.067,-56.238,23.0,30.0,3.6,68.0
-34.067,-56.238,24.7,20.0,3.6,68.0
-34.067,-56.238,26.0,40.0,3.6,68.0
-34.067,-56.238,26.7,90.0,2.1,68.0
-34.067,-56.238,27.6,50.0,3.6,68.0
-34.067,-56.238,28.0,30.0,2.6,68.0
-34.067,-56.238,19.6,20.0,1.5,68.0
-34.067,-56.238,22.0,50.0,3.6,68.0
-34.067,-56.238,23.5,40.0,4.1,68.0
-34.067,-56.238,25.2,40.0,3.6,68.0
-34.067,-56.238,25.7,70.0,3.6,68.0
-34.067,-56.238,25.7,40.0,1.5,68.0
-34.067,-56.238,25.0,40.0,1.5,68.0
-34.067,-56.238,24.0,150.0,2.1,68.0
-34.067,-56.238,24.0,0.0,0.0,68.0
26.536,-81.755,22.8,150.0,3.1,9.0
26.536,-81.755,21.7,130.0,2.1,9.0
26.536,-81.755,20.0,100.0,2.6,9.0
26.536,-81.755,18.9,110.0,1.5,9.0
26.536,-81.755,18.9,0.0,0.0,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,17.2,90.0,2.1,9.0
26.536,-81.755,18.3,0.0,0.0,9.0
26.536,-81.755,17.8,50.0,2.1,9.0
26.536,-81.755,17.8,0.0,0.0,9.0
26.536,-81.755,18.0,0.0,0.0,9.0
26.536,-81.755,17.8,70.0,1.5,9.0
26.536,-81.755,17.2,90.0,2.1,9.0
26.536,-81.755,17.2,100.0,1.5,9.0
26.536,-81.755,17.2,0.0,0.0,9.0
26.536,-81.755,17.8,130.0,2.6,9.0
26.536,-81.755,17.8,120.0,1.5,9.0
26.536,-81.755,17.8,120.0,1.5,9.0
26.536,-81.755,17.2,0.0,0.0,9.0
26.536,-81.755,17.2,50.0,1.5,9.0
26.536,-81.755,17.8,60.0,2.1,9.0
26.536,-81.755,17.8,50.0,2.1,9.0
26.536,-81.755,17.8,50.0,2.6,9.0
26.536,-81.755,17.8,60.0,2.1,9.0
26.536,-81.755,17.2,60.0,2.1,9.0
26.536,-81.755,17.2,0.0,0.0,9.0
26.536,-81.755,17.8,70.0,2.1,9.0
26.536,-81.755,17.2,0.0,0.0,9.0
26.536,-81.755,17.8,0.0,0.0,9.0
26.536,-81.755,18.3,110.0,1.5,9.0
26.536,-81.755,18.3,0.0,0.0,9.0
26.536,-81.755,18.9,120.0,1.5,9.0
26.536,-81.755,19.4,120.0,2.1,9.0
26.536,-81.755,20.6,130.0,2.6,9.0
26.536,-81.755,23.9,150.0,3.6,9.0
26.536,-81.755,25.6,160.0,4.1,9.0
26.536,-81.755,27.2,150.0,4.6,9.0
26.536,-81.755,26.1,220.0,2.1,9.0
26.536,-81.755,27.2,160.0,2.1,9.0
26.536,-81.755,26.7,240.0,4.1,9.0
26.536,-81.755,26.7,230.0,3.1,9.0
26.536,-81.755,25.6,300.0,1.5,9.0
26.536,-81.755,24.4,250.0,3.1,9.0
26.536,-81.755,24.4,0.0,0.0,9.0
26.536,-81.755,23.9,10.0,1.5,9.0
26.536,-81.755,23.3,30.0,2.6,9.0
26.536,-81.755,22.2,90.0,2.6,9.0
26.536,-81.755,22.2,180.0,2.6,9.0
26.536,-81.755,22.2,150.0,1.5,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,18.9,100.0,2.6,9.0
26.536,-81.755,19.4,110.0,1.5,9.0
26.536,-81.755,18.9,120.0,1.5,9.0
26.536,-81.755,17.8,80.0,2.1,9.0
26.536,-81.755,17.2,80.0,2.6,9.0
26.536,-81.755,17.2,100.0,2.6,9.0
26.536,-81.755,18.9,0.0,0.0,9.0
26.536,-81.755,21.1,90.0,2.1,9.0
26.536,-81.755,23.9,0.0,1.5,9.0
26.536,-81.755,26.1,120.0,4.1,9.0
26.536,-81.755,27.2,130.0,3.6,9.0
26.536,-81.755,28.3,160.0,4.1,9.0
26.536,-81.755,28.3,220.0,2.6,9.0
26.536,-81.755,28.9,0.0,1.5,9.0
26.536,-81.755,28.9,120.0,4.6,9.0
26.536,-81.755,27.2,250.0,3.6,9.0
26.536,-81.755,25.0,0.0,0.0,9.0
26.536,-81.755,24.4,0.0,0.0,9.0
26.536,-81.755,23.3,140.0,3.1,9.0
26.536,-81.755,23.3,140.0,3.1,9.0
26.536,-81.755,22.2,130.0,2.1,9.0
26.536,-81.755,21.1,130.0,3.6,9.0
26.536,-81.755,21.1,130.0,3.1,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,20.6,150.0,1.5,9.0
26.536,-81.755,20.6,130.0,1.5,9.0
26.536,-81.755,20.0,140.0,2.1,9.0
26.536,-81.755,20.0,0.0,0.0,9.0
26.536,-81.755,20.0,50.0,1.5,9.0
26.536,-81.755,18.9,90.0,1.5,9.0
26.536,-81.755,19.4,130.0,2.1,9.0
26.536,-81.755,19.4,90.0,2.6,9.0
26.536,-81.755,21.7,140.0,4.6,9.0
26.536,-81.755,24.4,180.0,3.6,9.0
26.536,-81.755,26.0,160.0,3.6,9.0
26.536,-81.755,26.1,160.0,2.1,9.0
26.536,-81.755,26.1,210.0,3.6,9.0
26.536,-81.755,26.7,210.0,4.6,9.0
26.536,-81.755,26.7,230.0,6.2,9.0
26.536,-81.755,27.8,240.0,5.1,9.0
26.536,-81.755,27.2,240.0,6.7,9.0
26.536,-81.755,26.7,250.0,6.7,9.0
26.536,-81.755,27.2,230.0,6.7,9.0
26.536,-81.755,26.1,260.0,5.1,9.0
26.536,-81.755,25.0,240.0,5.1,9.0
26.536,-81.755,23.3,240.0,3.1,9.0
26.536,-81.755,23.3,260.0,1.5,9.0
26.536,-81.755,22.2,210.0,1.5,9.0
26.536,-81.755,21.7,180.0,1.5,9.0
26.536,-81.755,21.1,130.0,1.5,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,21.1,0.0,0.0,9.0
26.536,-81.755,20.0,0.0,0.0,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,20.0,0.0,0.0,9.0
26.536,-81.755,19.4,0.0,0.0,9.0
26.536,-81.755,20.6,0.0,0.0,9.0
26.536,-81.755,19.4,140.0,1.5,9.0
26.536,-81.755,19.4,140.0,1.5,9.0
26.536,-81.755,20.0,130.0,2.1,9.0
26.536,-81.755,19.0,130.0,2.1,9.0
26.536,-81.755,19.4,130.0,1.5,9.0
26.536,-81.755,18.9,110.0,2.6,9.0
26.536,-81.755,18.9,120.0,2.1,9.0
26.536,-81.755,18.9,110.0,1.5,9.0
26.536,-81.755,18.9,130.0,2.1,9.0
26.536,-81.755,20.0,120.0,1.5,9.0
26.536,-81.755,20.0,150.0,1.5,9.0
26.536,-81.755,20.0,130.0,2.1,9.0
26.536,-81.755,20.0,140.0,2.6,9.0
26.536,-81.755,20.0,140.0,2.6,9.0
26.536,-81.755,20.6,160.0,2.1,9.0
26.536,-81.755,20.6,150.0,2.1,9.0
26.536,-81.755,20.6,150.0,2.6,9.0
26.536,-81.755,20.6,160.0,3.1,9.0
26.536,-81.755,20.6,170.0,3.1,9.0
26.536,-81.755,20.6,160.0,4.1,9.0
26.536,-81.755,20.6,160.0,3.1,9.0
26.536,-81.755,20.6,170.0,2.1,9.0
26.536,-81.755,21.0,160.0,2.6,9.0
26.536,-81.755,20.6,160.0,3.6,9.0
26.536,-81.755,20.6,160.0,3.6,9.0
26.536,-81.755,21.1,170.0,4.1,9.0
26.536,-81.755,21.7,180.0,4.1,9.0
26.536,-81.755,21.7,180.0,4.1,9.0
26.536,-81.755,21.7,170.0,4.6,9.0
26.536,-81.755,21.7,170.0,4.6,9.0
26.536,-81.755,22.8,170.0,7.2,9.0
26.536,-81.755,23.3,170.0,5.7,9.0
26.536,-81.755,25.0,190.0,5.7,9.0
26.536,-81.755,25.6,180.0,5.7,9.0
26.536,-81.755,27.2,200.0,7.7,9.0
26.536,-81.755,27.8,180.0,7.2,9.0
26.536,-81.755,28.3,200.0,8.8,9.0
26.536,-81.755,28.3,220.0,10.3,9.0
26.536,-81.755,26.7,220.0,9.8,9.0
26.536,-81.755,26.7,220.0,8.8,9.0
26.536,-81.755,25.0,220.0,7.7,9.0
26.536,-81.755,23.9,230.0,6.2,9.0
26.536,-81.755,23.3,220.0,6.2,9.0
26.536,-81.755,23.3,280.0,2.6,9.0
26.536,-81.755,23.0,290.0,3.1,9.0
26.536,-81.755,22.8,270.0,3.6,9.0
26.536,-81.755,21.7,190.0,3.1,9.0
26.536,-81.755,21.1,220.0,3.6,9.0
26.536,-81.755,21.1,250.0,3.1,9.0
26.536,-81.755,21.1,250.0,2.6,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,21.1,250.0,3.6,9.0
26.536,-81.755,22.0,270.0,4.1,9.0
26.536,-81.755,21.7,290.0,3.6,9.0
26.536,-81.755,21.0,300.0,2.6,9.0
26.536,-81.755,20.6,310.0,3.1,9.0
26.536,-81.755,20.6,300.0,2.6,9.0
26.536,-81.755,20.0,310.0,2.6,9.0
26.536,-81.755,20.0,300.0,2.1,9.0
26.536,-81.755,20.0,310.0,2.6,9.0
26.536,-81.755,19.4,320.0,2.6,9.0
26.536,-81.755,19.4,310.0,1.5,9.0
26.536,-81.755,18.9,320.0,2.1,9.0
26.536,-81.755,18.3,0.0,0.0,9.0
26.536,-81.755,18.3,0.0,0.0,9.0
26.536,-81.755,19.4,280.0,1.5,9.0
26.536,-81.755,21.7,280.0,4.6,9.0
26.536,-81.755,22.8,280.0,4.6,9.0
26.536,-81.755,23.3,300.0,6.7,9.0
26.536,-81.755,23.3,0.0,3.1,9.0
26.536,-81.755,21.7,310.0,5.1,9.0
26.536,-81.755,21.1,280.0,4.1,9.0
26.536,-81.755,21.1,300.0,5.7,9.0
26.536,-81.755,21.7,290.0,5.1,9.0
26.536,-81.755,20.0,300.0,4.1,9.0
26.536,-81.755,18.3,300.0,1.5,9.0
26.536,-81.755,17.2,300.0,4.1,9.0
26.536,-81.755,16.7,320.0,3.1,9.0
26.536,-81.755,15.6,330.0,3.1,9.0
26.536,-81.755,15.0,0.0,1.5,9.0
26.536,-81.755,14.4,350.0,2.1,9.0
26.536,-81.755,13.9,350.0,2.1,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,13.3,360.0,3.1,9.0
26.536,-81.755,12.2,360.0,3.1,9.0
26.536,-81.755,12.2,10.0,3.6,9.0
26.536,-81.755,11.7,20.0,3.1,9.0
26.536,-81.755,11.1,10.0,2.6,9.0
26.536,-81.755,11.1,10.0,2.6,9.0
26.536,-81.755,10.6,10.0,3.1,9.0
26.536,-81.755,11.7,10.0,3.1,9.0
26.536,-81.755,13.3,40.0,3.1,9.0
26.536,-81.755,15.6,40.0,4.1,9.0
26.536,-81.755,17.8,70.0,2.6,9.0
26.536,-81.755,20.0,60.0,3.6,9.0
26.536,-81.755,21.7,30.0,3.6,9.0
26.536,-81.755,23.3,20.0,3.6,9.0
26.536,-81.755,23.3,20.0,2.1,9.0
26.536,-81.755,23.9,10.0,2.6,9.0
26.536,-81.755,22.8,20.0,2.1,9.0
26.536,-81.755,20.6,10.0,1.5,9.0
26.536,-81.755,18.9,10.0,2.1,9.0
26.536,-81.755,18.3,30.0,2.6,9.0
26.536,-81.755,16.1,50.0,2.6,9.0
26.536,-81.755,16.1,50.0,3.1,9.0
26.536,-81.755,15.6,40.0,2.1,9.0
26.536,-81.755,14.4,50.0,2.1,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,13.9,50.0,2.1,9.0
26.536,-81.755,13.9,70.0,2.1,9.0
26.536,-81.755,13.3,50.0,1.5,9.0
26.536,-81.755,12.8,70.0,2.1,9.0
26.536,-81.755,13.3,70.0,2.1,9.0
26.536,-81.755,13.3,60.0,2.1,9.0
26.536,-81.755,13.3,60.0,2.6,9.0
26.536,-81.755,13.3,60.0,2.6,9.0
26.536,-81.755,13.3,60.0,2.6,9.0
26.536,-81.755,13.3,60.0,2.1,9.0
26.536,-81.755,14.4,60.0,3.1,9.0
26.536,-81.755,16.7,70.0,3.1,9.0
26.536,-81.755,21.1,80.0,4.1,9.0
26.536,-81.755,23.3,90.0,5.1,9.0
26.536,-81.755,24.4,120.0,5.1,9.0
26.536,-81.755,25.6,50.0,4.1,9.0
26.536,-81.755,26.1,90.0,3.6,9.0
26.536,-81.755,26.7,100.0,2.1,9.0
26.536,-81.755,27.2,40.0,2.6,9.0
26.536,-81.755,26.1,80.0,2.6,9.0
26.536,-81.755,22.8,70.0,3.1,9.0
26.536,-81.755,21.1,80.0,2.6,9.0
26.536,-81.755,20.6,80.0,3.1,9.0
26.536,-81.755,19.4,100.0,3.1,9.0
26.536,-81.755,18.3,110.0,2.6,9.0
26.536,-81.755,17.8,100.0,2.6,9.0
26.536,-81.755,16.7,70.0,2.1,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,16.7,0.0,0.0,9.0
26.536,-81.755,16.1,60.0,2.1,9.0
26.536,-81.755,14.4,0.0,0.0,9.0
26.536,-81.755,14.4,80.0,2.1,9.0
26.536,-81.755,15.0,0.0,0.0,9.0
26.536,-81.755,13.9,0.0,0.0,9.0
26.536,-81.755,13.3,70.0,1.5,9.0
26.536,-81.755,15.0,70.0,1.5,9.0
26.536,-81.755,18.3,60.0,2.6,9.0
26.536,-81.755,22.2,70.0,2.1,9.0
26.536,-81.755,24.4,100.0,3.6,9.0
26.536,-81.755,25.0,50.0,1.5,9.0
26.536,-81.755,26.1,160.0,2.1,9.0
26.536,-81.755,26.7,70.0,3.1,9.0
26.536,-81.755,26.7,0.0,0.0,9.0
26.536,-81.755,26.7,350.0,1.5,9.0
26.536,-81.755,26.1,360.0,3.1,9.0
26.536,-81.755,26.1,10.0,2.1,9.0
26.536,-81.755,24.4,0.0,0.0,9.0
26.536,-81.755,21.7,330.0,2.1,9.0
26.536,-81.755,20.0,310.0,1.5,9.0
26.536,-81.755,19.4,340.0,2.1,9.0
26.536,-81.755,19.4,0.0,0.0,9.0
26.536,-81.755,17.8,0.0,0.0,9.0
26.536,-81.755,18.3,0.0,0.0,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,18.3,0.0,0.0,9.0
26.536,-81.755,17.8,360.0,1.5,9.0
26.536,-81.755,17.2,30.0,1.5,9.0
26.536,-81.755,17.2,20.0,1.5,9.0
26.536,-81.755,16.7,350.0,2.1,9.0
26.536,-81.755,17.2,10.0,1.5,9.0
26.536,-81.755,17.2,10.0,1.5,9.0
26.536,-81.755,17.8,0.0,0.0,9.0
26.536,-81.755,18.9,350.0,3.6,9.0
26.536,-81.755,20.0,10.0,4.6,9.0
26.536,-81.755,20.6,360.0,2.6,9.0
26.536,-81.755,21.7,350.0,4.1,9.0
26.536,-81.755,21.7,310.0,2.1,9.0
26.536,-81.755,22.2,320.0,3.1,9.0
26.536,-81.755,23.3,300.0,3.6,9.0
26.536,-81.755,22.8,280.0,3.6,9.0
26.536,-81.755,21.7,300.0,3.1,9.0
26.536,-81.755,19.4,310.0,2.6,9.0
26.536,-81.755,17.8,310.0,2.6,9.0
26.536,-81.755,17.2,290.0,2.1,9.0
26.536,-81.755,16.1,310.0,2.6,9.0
26.536,-81.755,15.0,330.0,2.1,9.0
26.536,-81.755,13.9,330.0,3.6,9.0
26.536,-81.755,13.3,340.0,4.1,9.0
26.536,-81.755,0.0,0.0,0.0,9.0
26.536,-81.755,13.3,340.0,3.6,9.0
26.536,-81.755,12.2,350.0,3.1,9.0
26.536,-81.755,11.7,360.0,3.6,9.0
26.536,-81.755,10.6,10.0,3.1,9.0
26.536,-81.755,10.0,10.0,3.6,9.0
26.536,-81.755,9.4,10.0,2.6,9.0
26.536,-81.755,8.9,10.0,2.6,9.0
26.536,-81.755,8.3,360.0,2.6,9.0
26.536,-81.755,8.9,0.0,0.0,9.0
26.536,-81.755,10.0,360.0,3.1,9.0
26.536,-81.755,10.0,360.0,3.6,9.0
26.536,-81.755,11.7,20.0,4.6,9.0
26.536,-81.755,13.3,360.0,3.6,9.0
26.536,-81.755,14.4,360.0,3.1,9.0
26.536,-81.755,15.6,350.0,2.6,9.0
26.536,-81.755,16.7,340.0,3.1,9.0
26.536,-81.755,17.8,0.0,1.5,9.0
26.536,-81.755,18.3,0.0,3.1,9.0
